store_id,week,week_date,treatment,post_treatment,sales
STORE_002,85,2024-08-11,1,1,80026.03177492003
STORE_002,86,2024-08-18,1,1,99887.68561495999
STORE_002,87,2024-08-25,1,1,124857.29085347436
STORE_002,88,2024-09-01,1,1,108658.42294963283
STORE_002,89,2024-09-08,1,1,103851.9773587519
STORE_002,90,2024-09-15,1,1,131672.45198237692
STORE_002,91,2024-09-22,1,1,145227.06503222478
STORE_002,92,2024-09-29,1,1,121028.3703866006
STORE_002,93,2024-10-06,1,1,99847.09421751132
STORE_002,94,2024-10-13,1,1,103412.1488161663
STORE_002,95,2024-10-20,1,1,89166.62430658504
STORE_002,96,2024-10-27,1,1,112398.55724421838
STORE_002,97,2024-11-03,1,1,83807.22692358417
STORE_002,98,2024-11-10,1,1,120315.51264332472
STORE_002,99,2024-11-17,1,1,144801.75928949084
STORE_002,100,2024-11-24,1,1,123514.8186091282
STORE_002,101,2024-12-01,1,1,103848.37976937355
STORE_002,102,2024-12-08,1,1,120753.03837233111
STORE_002,103,2024-12-15,1,1,139357.0792194598
STORE_002,104,2024-12-22,1,1,138761.32997403495
STORE_003,1,2023-01-01,1,0,91335.86576690897
STORE_003,2,2023-01-08,1,0,116545.7197736671
STORE_003,3,2023-01-15,1,0,106413.0054735968
STORE_003,4,2023-01-22,1,0,123019.334009175
STORE_003,5,2023-01-29,1,0,116848.60218997208
STORE_003,6,2023-02-05,1,0,71701.91788074301
STORE_003,7,2023-02-12,1,0,106157.16962381426
STORE_003,8,2023-02-19,1,0,116127.05049990996
STORE_003,9,2023-02-26,1,0,89109.75091624612
STORE_003,10,2023-03-05,1,0,124275.58475272638
STORE_003,11,2023-03-12,1,0,88782.46668364406
STORE_003,12,2023-03-19,1,0,102000.1718076086
STORE_003,13,2023-03-26,1,0,140142.76725006755
STORE_003,14,2023-04-02,1,0,101893.49668531591
STORE_003,15,2023-04-09,1,0,128449.38385675687
STORE_003,16,2023-04-16,1,0,87753.46350023239
STORE_003,17,2023-04-23,1,0,157315.30137375434
STORE_003,18,2023-04-30,1,0,115190.94292828365
STORE_003,19,2023-05-07,1,0,123266.52365900145
STORE_003,20,2023-05-14,1,0,125644.2743900168
STORE_003,21,2023-05-21,1,0,134420.55763746853
STORE_003,22,2023-05-28,1,0,95769.56581483508
STORE_003,23,2023-06-04,1,0,124780.60354144413
STORE_003,24,2023-06-11,1,0,113308.50066378561
STORE_003,25,2023-06-18,1,0,94508.52333441001
STORE_003,26,2023-06-25,1,0,146326.87519216212
STORE_003,27,2023-07-02,1,0,121545.80857152557
STORE_003,28,2023-07-09,1,0,133900.51285163133
STORE_003,29,2023-07-16,1,0,133591.3996308238
STORE_003,30,2023-07-23,1,0,124391.62179874069
STORE_003,31,2023-07-30,1,0,170928.9688786385
STORE_003,32,2023-08-06,1,0,131822.44998699133
STORE_003,33,2023-08-13,1,0,102432.09958184762
STORE_003,34,2023-08-20,1,0,126499.39624001842
STORE_003,35,2023-08-27,1,0,145657.69278013572
STORE_003,36,2023-09-03,1,0,147324.1419904737
STORE_003,37,2023-09-10,1,0,114944.2509799857
STORE_003,38,2023-09-17,1,0,157574.92416222751
STORE_003,39,2023-09-24,1,0,102418.91752881889
STORE_003,40,2023-10-01,1,0,164246.79747609078
STORE_003,41,2023-10-08,1,0,113211.67015344503
STORE_003,42,2023-10-15,1,0,137285.04908208392
STORE_003,43,2023-10-22,1,0,165924.94520357577
STORE_003,44,2023-10-29,1,0,146638.46528659746
STORE_003,45,2023-11-05,1,0,162804.87123925224
STORE_003,46,2023-11-12,1,0,159578.15376363441
STORE_003,47,2023-11-19,1,0,175390.30010570973
STORE_003,48,2023-11-26,1,0,171612.265721903
STORE_003,49,2023-12-03,1,0,138893.43421458112
STORE_003,50,2023-12-10,1,0,164300.6114463529
STORE_003,51,2023-12-17,1,0,116484.00005638231
STORE_003,52,2023-12-24,1,0,150788.2102244052
STORE_003,53,2023-12-31,1,1,196022.78908195737
STORE_003,54,2024-01-07,1,1,179308.78508067326
STORE_003,55,2024-01-14,1,1,188836.15884944206
STORE_003,56,2024-01-21,1,1,172486.7248221071
STORE_003,57,2024-01-28,1,1,209786.93506474214
STORE_003,58,2024-02-04,1,1,178448.70996717687
STORE_003,59,2024-02-11,1,1,169163.19087837523
STORE_003,60,2024-02-18,1,1,207449.73204921756
STORE_003,61,2024-02-25,1,1,145494.5662163046
STORE_003,62,2024-03-03,1,1,199558.53019008655
STORE_003,63,2024-03-10,1,1,157653.5155461957
STORE_003,64,2024-03-17,1,1,224217.66388639197
STORE_003,65,2024-03-24,1,1,182018.05282550427
STORE_003,66,2024-03-31,1,1,194589.84792534247
STORE_003,67,2024-04-07,1,1,203913.5564214722
STORE_003,68,2024-04-14,1,1,137377.3762766894
STORE_003,69,2024-04-21,1,1,175663.3030686431
STORE_003,70,2024-04-28,1,1,226666.58195983266
STORE_003,71,2024-05-05,1,1,223010.5849913645
STORE_003,72,2024-05-12,1,1,207107.00949226378
STORE_003,73,2024-05-19,1,1,159538.64270328093
STORE_003,74,2024-05-26,1,1,219080.87209789286
STORE_003,75,2024-06-02,1,1,224466.00222481927
STORE_003,76,2024-06-09,1,1,205591.4419747829
STORE_003,77,2024-06-16,1,1,243257.3900442325
STORE_003,78,2024-06-23,1,1,185732.48227283524
STORE_003,79,2024-06-30,1,1,192424.92762652732
STORE_003,80,2024-07-07,1,1,131597.98132707019
STORE_003,81,2024-07-14,1,1,240355.70808973897
STORE_003,82,2024-07-21,1,1,222666.7948349446
STORE_003,83,2024-07-28,1,1,160093.15158598335
STORE_003,84,2024-08-04,1,1,158703.07937641526
STORE_003,85,2024-08-11,1,1,188629.5973282623
STORE_003,86,2024-08-18,1,1,244534.53577836475
STORE_003,87,2024-08-25,1,1,210098.92675109836
STORE_003,88,2024-09-01,1,1,194772.23639655253
STORE_003,89,2024-09-08,1,1,189366.28946637214
STORE_003,90,2024-09-15,1,1,189149.82447792406
STORE_003,91,2024-09-22,1,1,160504.45195082214
STORE_003,92,2024-09-29,1,1,186397.51571234147
STORE_003,93,2024-10-06,1,1,192372.90083518848
STORE_003,94,2024-10-13,1,1,254365.68663245993
STORE_003,95,2024-10-20,1,1,226539.20865553038
STORE_003,96,2024-10-27,1,1,204934.04081514024
STORE_003,97,2024-11-03,1,1,317085.46312519483
STORE_003,98,2024-11-10,1,1,213491.29217198104
STORE_003,99,2024-11-17,1,1,280513.0737260212
STORE_003,100,2024-11-24,1,1,298795.54031071434
STORE_003,101,2024-12-01,1,1,185003.34932924958
STORE_003,102,2024-12-08,1,1,246345.29909656703
STORE_003,103,2024-12-15,1,1,226261.95494346996
STORE_003,104,2024-12-22,1,1,224790.83817067946
STORE_004,1,2023-01-01,0,0,108725.71805072918
STORE_004,2,2023-01-08,0,0,91454.36243835348
STORE_004,3,2023-01-15,0,0,93853.68184397381
STORE_004,4,2023-01-22,0,0,99347.29893254575
STORE_004,5,2023-01-29,0,0,96702.58815296639
STORE_004,6,2023-02-05,0,0,84840.17774382932
STORE_004,7,2023-02-12,0,0,115849.82406030872
STORE_004,8,2023-02-19,0,0,120386.07681553878
STORE_004,9,2023-02-26,0,0,109947.99900709729
STORE_004,10,2023-03-05,0,0,99159.10288839825
STORE_004,11,2023-03-12,0,0,94460.19568256095
STORE_004,12,2023-03-19,0,0,94970.15316458174
STORE_004,13,2023-03-26,0,0,144458.3081460273
STORE_004,14,2023-04-02,0,0,122358.66961803782
STORE_004,15,2023-04-09,0,0,94231.95445052786
STORE_004,16,2023-04-16,0,0,111049.3753608261
STORE_004,17,2023-04-23,0,0,103004.54002016393
STORE_004,18,2023-04-30,0,0,119074.70333560908
STORE_004,19,2023-05-07,0,0,119020.34556669509
STORE_004,20,2023-05-14,0,0,128592.48103324223
STORE_004,21,2023-05-21,0,0,96995.91581552179
STORE_004,22,2023-05-28,0,0,113506.79150208064
STORE_004,23,2023-06-04,0,0,82863.78697154418
STORE_004,24,2023-06-11,0,0,91607.55686852122
STORE_004,25,2023-06-18,0,0,128529.153041314
STORE_004,26,2023-06-25,0,0,97796.63199110216
STORE_004,27,2023-07-02,0,0,100186.18551279505
STORE_004,28,2023-07-09,0,0,115092.48852707204
STORE_004,29,2023-07-16,0,0,127897.57954869974
STORE_004,30,2023-07-23,0,0,97895.65004822209
STORE_004,31,2023-07-30,0,0,55920.56241403365
STORE_004,32,2023-08-06,0,0,102265.50593927702
STORE_004,33,2023-08-13,0,0,139601.9059793906
STORE_004,34,2023-08-20,0,0,124944.79445859259
STORE_004,35,2023-08-27,0,0,143156.50103143402
STORE_004,36,2023-09-03,0,0,99669.70977867012
STORE_004,37,2023-09-10,0,0,90993.83597548875
STORE_004,38,2023-09-17,0,0,129701.16768691878
STORE_004,39,2023-09-24,0,0,126297.43146778298
STORE_004,40,2023-10-01,0,0,128149.86934800982
STORE_004,41,2023-10-08,0,0,140398.9331475729
STORE_004,42,2023-10-15,0,0,131624.62243098946
STORE_004,43,2023-10-22,0,0,132000.02923748785
STORE_004,44,2023-10-29,0,0,138481.44721725292
STORE_004,45,2023-11-05,0,0,135183.22696669973
STORE_004,46,2023-11-12,0,0,142605.7052123808
STORE_004,47,2023-11-19,0,0,146215.37404010407
STORE_004,48,2023-11-26,0,0,156983.2162930031
STORE_004,49,2023-12-03,0,0,115814.57800435045
STORE_004,50,2023-12-10,0,0,138263.97075223192
STORE_004,51,2023-12-17,0,0,122428.3996272949
STORE_004,52,2023-12-24,0,0,114002.97863887134
STORE_004,53,2023-12-31,0,1,117417.02512249554
STORE_004,54,2024-01-07,0,1,141407.50978791335
STORE_004,55,2024-01-14,0,1,140610.7106857349
STORE_004,56,2024-01-21,0,1,140976.21930253974
STORE_004,57,2024-01-28,0,1,129145.26720091229
STORE_004,58,2024-02-04,0,1,134425.5836174051
STORE_004,59,2024-02-11,0,1,151611.2194594181
STORE_004,60,2024-02-18,0,1,105413.63175841839
STORE_004,61,2024-02-25,0,1,136939.6335348497
STORE_004,62,2024-03-03,0,1,138985.7253259671
STORE_004,63,2024-03-10,0,1,153414.05825065036
STORE_004,64,2024-03-17,0,1,110485.30695948479
STORE_004,65,2024-03-24,0,1,170487.98905481835
STORE_004,66,2024-03-31,0,1,144456.61734848734
STORE_004,67,2024-04-07,0,1,146315.17365756488
STORE_004,68,2024-04-14,0,1,132897.27521548304
STORE_004,69,2024-04-21,0,1,153607.62867985622
STORE_004,70,2024-04-28,0,1,143893.59487898013
STORE_004,71,2024-05-05,0,1,169640.18571760695
STORE_004,72,2024-05-12,0,1,113126.79045218199
STORE_004,73,2024-05-19,0,1,148896.27386743837
STORE_004,74,2024-05-26,0,1,154755.87188218388
STORE_004,75,2024-06-02,0,1,142471.12810902574
STORE_004,76,2024-06-09,0,1,138378.20376075877
STORE_004,77,2024-06-16,0,1,140014.55422730942
STORE_004,78,2024-06-23,0,1,152734.9554849683
STORE_004,79,2024-06-30,0,1,108984.27377158971
STORE_004,80,2024-07-07,0,1,172133.15885106058
STORE_004,81,2024-07-14,0,1,140253.65444243257
STORE_004,82,2024-07-21,0,1,154826.2882867036
STORE_004,83,2024-07-28,0,1,161101.53801056294
STORE_004,84,2024-08-04,0,1,141371.96939467435
STORE_004,85,2024-08-11,0,1,151232.03455930762
STORE_004,86,2024-08-18,0,1,107719.33259803569
STORE_004,87,2024-08-25,0,1,172966.51429447596
STORE_004,88,2024-09-01,0,1,182029.7972832181
STORE_004,89,2024-09-08,0,1,117280.0944084932
STORE_004,90,2024-09-15,0,1,148612.38417280166
STORE_004,91,2024-09-22,0,1,129728.13780217589
STORE_004,92,2024-09-29,0,1,155627.49238230207
STORE_004,93,2024-10-06,0,1,176347.0610862022
STORE_004,94,2024-10-13,0,1,185457.93088910743
STORE_004,95,2024-10-20,0,1,189686.1849319506
STORE_004,96,2024-10-27,0,1,195278.4206265119
STORE_004,97,2024-11-03,0,1,158561.69371476583
STORE_004,98,2024-11-10,0,1,136509.90745980435
STORE_004,99,2024-11-17,0,1,162873.1320941174
STORE_004,100,2024-11-24,0,1,182394.55651371638
STORE_004,101,2024-12-01,0,1,136605.09814561356
STORE_004,102,2024-12-08,0,1,210191.96732511168
STORE_004,103,2024-12-15,0,1,191930.33490942902
STORE_004,104,2024-12-22,0,1,164748.64950999842
STORE_005,1,2023-01-01,0,0,102986.32000740505
STORE_005,2,2023-01-08,0,0,103647.69172022246
STORE_005,3,2023-01-15,0,0,116425.596858662
STORE_005,4,2023-01-22,0,0,111116.84947506842
STORE_005,5,2023-01-29,0,0,131406.99032245018
STORE_005,6,2023-02-05,0,0,109028.92782954377
STORE_005,7,2023-02-12,0,0,123585.59518641379
STORE_005,8,2023-02-19,0,0,114309.93641509658
STORE_005,9,2023-02-26,0,0,119382.31936525677
STORE_005,10,2023-03-05,0,0,110716.7574442733
STORE_005,11,2023-03-12,0,0,126773.37389515863
STORE_005,12,2023-03-19,0,0,126954.0273479357
STORE_005,13,2023-03-26,0,0,122370.5872340545
STORE_005,14,2023-04-02,0,0,124831.81490977638
STORE_005,15,2023-04-09,0,0,98142.67770172487
STORE_005,16,2023-04-16,0,0,119813.41150903875
STORE_005,17,2023-04-23,0,0,135605.8812851
STORE_005,18,2023-04-30,0,0,122552.51629685052
STORE_005,19,2023-05-07,0,0,96436.07869504212
STORE_005,20,2023-05-14,0,0,113154.88716162073
STORE_005,21,2023-05-21,0,0,120348.06038889734
STORE_005,22,2023-05-28,0,0,100935.71784907546
STORE_005,23,2023-06-04,0,0,90619.3161294928
STORE_005,24,2023-06-11,0,0,108346.87620825066
STORE_005,25,2023-06-18,0,0,101041.44033138987
STORE_005,26,2023-06-25,0,0,113363.48319957613
STORE_005,27,2023-07-02,0,0,86437.264423998
STORE_005,28,2023-07-09,0,0,123086.16796210562
STORE_005,29,2023-07-16,0,0,102612.6333685068
STORE_005,30,2023-07-23,0,0,130270.83977788046
STORE_005,31,2023-07-30,0,0,108570.70519860144
STORE_005,32,2023-08-06,0,0,112778.28193364412
STORE_005,33,2023-08-13,0,0,110206.63875466106
STORE_005,34,2023-08-20,0,0,101404.93640116569
STORE_005,35,2023-08-27,0,0,154920.443885884
STORE_005,36,2023-09-03,0,0,104544.30488641065
STORE_005,37,2023-09-10,0,0,130209.32889600558
STORE_005,38,2023-09-17,0,0,94306.87935114857
STORE_005,39,2023-09-24,0,0,119040.88744057599
STORE_005,40,2023-10-01,0,0,120775.51351019839
STORE_005,41,2023-10-08,0,0,112207.2856685059
STORE_005,42,2023-10-15,0,0,102909.93418345608
STORE_005,43,2023-10-22,0,0,108041.24266051919
STORE_005,44,2023-10-29,0,0,105617.89524444297
STORE_005,45,2023-11-05,0,0,152833.97208501858
STORE_005,46,2023-11-12,0,0,111906.48148569823
STORE_005,47,2023-11-19,0,0,121057.18012227953
STORE_005,48,2023-11-26,0,0,142129.05960047522
STORE_005,49,2023-12-03,0,0,97356.48895984725
STORE_005,50,2023-12-10,0,0,112657.90702020386
STORE_005,51,2023-12-17,0,0,107438.94332626708
STORE_005,52,2023-12-24,0,0,110448.48672181359
STORE_005,53,2023-12-31,0,1,108826.0834199238
STORE_005,54,2024-01-07,0,1,99493.99212454447
STORE_005,55,2024-01-14,0,1,114972.34093908583
STORE_005,56,2024-01-21,0,1,93839.30914408318
STORE_005,57,2024-01-28,0,1,128116.97358731521
STORE_005,58,2024-02-04,0,1,121927.78747364414
STORE_005,59,2024-02-11,0,1,103189.00943794202
STORE_005,60,2024-02-18,0,1,103938.6298641399
STORE_005,61,2024-02-25,0,1,115907.36671789232
STORE_005,62,2024-03-03,0,1,97917.58364087496
STORE_005,63,2024-03-10,0,1,141395.11437313387
STORE_005,64,2024-03-17,0,1,117077.98734039978
STORE_005,65,2024-03-24,0,1,117598.22355317927
STORE_005,66,2024-03-31,0,1,122327.01787394215
STORE_005,67,2024-04-07,0,1,101276.97197204434
STORE_005,68,2024-04-14,0,1,128961.1353104588
STORE_005,69,2024-04-21,0,1,112691.70972054821
STORE_005,70,2024-04-28,0,1,126504.1915157121
STORE_005,71,2024-05-05,0,1,107373.18834005222
STORE_005,72,2024-05-12,0,1,132446.87607728105
STORE_005,73,2024-05-19,0,1,117183.81178451031
STORE_005,74,2024-05-26,0,1,146628.84904983058
STORE_005,75,2024-06-02,0,1,104281.3541154779
STORE_005,76,2024-06-09,0,1,113721.56524108662
STORE_005,77,2024-06-16,0,1,93208.68295812194
STORE_005,78,2024-06-23,0,1,101457.4484516785
STORE_005,79,2024-06-30,0,1,120364.5543718093
STORE_005,80,2024-07-07,0,1,128725.7981966317
STORE_005,81,2024-07-14,0,1,158943.37411427285
STORE_005,82,2024-07-21,0,1,108356.41844051988
STORE_005,83,2024-07-28,0,1,94503.80854875692
STORE_005,84,2024-08-04,0,1,122231.39141500088
STORE_005,85,2024-08-11,0,1,91189.3938173057
STORE_005,86,2024-08-18,0,1,118978.04060330268
STORE_005,87,2024-08-25,0,1,101370.04820002973
STORE_005,88,2024-09-01,0,1,113042.82964807149
STORE_005,89,2024-09-08,0,1,127421.96053471515
STORE_005,90,2024-09-15,0,1,107619.59868761548
STORE_005,91,2024-09-22,0,1,124678.26169973768
STORE_005,92,2024-09-29,0,1,123626.23462088838
STORE_005,93,2024-10-06,0,1,78695.17162491227
STORE_005,94,2024-10-13,0,1,94416.12200771012
STORE_005,95,2024-10-20,0,1,83554.90681649
STORE_005,96,2024-10-27,0,1,141799.1183823995
STORE_005,97,2024-11-03,0,1,107267.67821980517
STORE_005,98,2024-11-10,0,1,138024.09380681382
STORE_005,99,2024-11-17,0,1,82198.09348405647
STORE_005,100,2024-11-24,0,1,99452.25418521975
STORE_005,101,2024-12-01,0,1,121792.74944143664
